Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek
526.0,1052.0,153.0,B6,MCO,EWR,4
5417.0,1170.0,85.0,EV,MEM,VPS,6
1760.0,1055.0,180.0,AA,MIA,LGA,5
767.0,885.0,284.0,CO,IAH,SEA,4
31.0,840.0,60.0,WN,DAL,HOU,7
1520.0,725.0,300.0,AA,LAX,MIA,6
380.0,915.0,235.0,CO,LAS,CLE,4
4766.0,713.0,92.0,OO,RAP,MSP,7
4277.0,820.0,120.0,9E,MEM,AMA,2
1900.0,915.0,175.0,WN,PHX,MSY,1
64.0,495.0,155.0,UA,PDX,DEN,7
877.0,780.0,85.0,WN,SNA,SFO,7
6440.0,898.0,126.0,OO,LAX,COS,4
1745.0,815.0,113.0,DL,DTW,MSP,2
4200.0,755.0,70.0,MQ,IND,ORD,7
1395.0,1015.0,60.0,WN,TUL,DAL,7
6987.0,786.0,87.0,OO,ORD,DLH,1
2908.0,675.0,130.0,MQ,EVV,DFW,4
6311.0,1250.0,120.0,OO,SLC,LAX,6
531.0,520.0,55.0,WN,LAS,ONT,5
6726.0,1294.0,105.0,OO,DEN,SGF,2
451.0,1100.0,105.0,UA,LAS,SFO,2
2770.0,1145.0,125.0,WN,MCO,BWI,6
6463.0,915.0,115.0,OH,DTW,STL,4
6278.0,675.0,111.0,OH,XNA,CVG,2
2069.0,595.0,104.0,DL,ATL,MCO,4
428.0,610.0,79.0,FL,ATL,PNS,4
1637.0,825.0,69.0,CO,MFE,IAH,2
3820.0,814.0,56.0,9E,AZO,DTW,5
4469.0,735.0,120.0,MQ,DCA,BNA,5
2075.0,1098.0,147.0,DL,BUF,ATL,4
1662.0,610.0,100.0,WN,BWI,DTW,2
1601.0,890.0,172.0,CO,EWR,FLL,6
1592.0,450.0,171.0,CO,EWR,MCO,6
4308.0,865.0,106.0,9E,DTW,RIC,6
2164.0,850.0,158.0,DL,ABQ,MSP,4
1723.0,1100.0,122.0,US,CLT,FLL,4
2706.0,940.0,150.0,WN,BWI,TPA,4
117.0,523.0,42.0,HA,KOA,HNL,3
371.0,1060.0,156.0,FL,LGA,ATL,2
2629.0,1065.0,96.0,YV,CLT,CLE,1
2878.0,830.0,184.0,DL,SLC,MEM,6
694.0,1135.0,65.0,WN,CMH,BWI,5
3763.0,410.0,105.0,WN,OAK,SLC,2
283.0,906.0,66.0,B6,LAS,LGB,1
1715.0,1195.0,55.0,WN,AUS,DAL,1
3758.0,455.0,140.0,WN,MSP,DEN,5
354.0,941.0,32.0,HA,LIH,HNL,3
115.0,458.0,34.0,HA,OGG,HNL,5
321.0,710.0,130.0,F9,DCA,MKE,3
1135.0,515.0,275.0,WN,BDL,DEN,2
1787.0,705.0,113.0,US,BUF,CLT,2
5580.0,420.0,123.0,EV,STL,DCA,7
985.0,1090.0,193.0,B6,JFK,FLL,4
6417.0,696.0,57.0,OO,SMX,LAX,2
1983.0,300.0,135.0,US,BOS,CLT,1
958.0,1230.0,90.0,WN,STL,MSP,1
5.0,600.0,75.0,US,SNA,PHX,7
532.0,605.0,136.0,UA,ORD,BOS,3
1880.0,810.0,123.0,US,MCO,DCA,6
4116.0,870.0,110.0,MQ,ORD,MEM,1
682.0,468.0,103.0,US,CLT,EWR,6
407.0,1145.0,183.0,UA,DEN,SEA,3
1495.0,425.0,175.0,AA,JAX,DFW,4
496.0,1159.0,86.0,FL,CLT,BWI,1
1953.0,1295.0,223.0,DL,MSP,SEA,2
518.0,425.0,165.0,AA,MIA,JFK,4
1452.0,855.0,85.0,DL,ATL,CVG,6
526.0,695.0,240.0,WN,MDW,PHX,3
564.0,700.0,140.0,AS,PDX,LAX,4
2782.0,985.0,55.0,WN,MCI,STL,7
6440.0,898.0,126.0,OO,LAX,COS,2
1458.0,815.0,160.0,WN,LAS,SAT,3
4249.0,960.0,165.0,MQ,BDL,ORD,7
738.0,675.0,229.0,B6,BQN,JFK,2
1920.0,900.0,195.0,WN,FLL,MDW,5
1429.0,525.0,127.0,US,LGA,CLT,3
365.0,485.0,75.0,WN,LAX,OAK,7
1936.0,1235.0,85.0,WN,SMF,SAN,5
2629.0,1075.0,82.0,YV,CLT,JAX,6
1026.0,685.0,50.0,WN,MCO,RSW,3
684.0,595.0,97.0,DL,ATL,CVG,7
1024.0,365.0,169.0,DL,BDL,ATL,1
6.0,785.0,294.0,AS,LAX,DCA,4
6755.0,450.0,140.0,OH,BOS,RDU,1
6512.0,707.0,118.0,OH,MFE,MEM,7
4990.0,840.0,67.0,EV,BHM,ATL,4
2088.0,1135.0,155.0,DL,MSP,PHL,5
3929.0,560.0,74.0,9E,MSP,FAR,6
1347.0,1005.0,80.0,WN,PHX,LAX,2
4307.0,1290.0,75.0,9E,ATL,TLH,2
1022.0,870.0,255.0,WN,BWI,DEN,1
2431.0,745.0,124.0,DL,LGA,DTW,7
1608.0,1175.0,133.0,US,MCO,PHL,3
5475.0,975.0,44.0,EV,ATL,CSG,5
728.0,915.0,185.0,US,DFW,PHL,2
696.0,1070.0,70.0,WN,SJC,LAX,4
149.0,422.0,286.0,UA,ORD,SFO,2
6596.0,780.0,101.0,OO,SFO,MFR,5
16.0,1345.0,335.0,AS,SEA,MIA,5
1471.0,1200.0,104.0,US,CLT,TPA,5
2462.0,810.0,320.0,DL,LAX,JFK,1
1544.0,585.0,220.0,DL,SLC,ATL,6
2932.0,1060.0,90.0,MQ,BTR,DFW,4
56.0,775.0,157.0,CO,MCO,EWR,2
354.0,610.0,145.0,WN,OAK,DEN,5
555.0,1235.0,33.0,HA,OGG,HNL,3
5251.0,1170.0,150.0,EV,ATL,GRK,6
312.0,640.0,135.0,AA,PHX,DFW,3
201.0,390.0,385.0,AA,JFK,LAX,4
2946.0,435.0,80.0,MQ,LCH,DFW,3
6410.0,1031.0,69.0,OO,SFO,BUR,3
4025.0,974.0,86.0,9E,PIA,DTW,4
200.0,1260.0,135.0,UA,ORD,BOS,3
16.0,825.0,65.0,WN,LAS,LAX,3
3765.0,870.0,150.0,MQ,DEN,ORD,6
378.0,695.0,150.0,WN,BWI,TPA,7
4616.0,915.0,115.0,OO,MSP,CLE,7
1244.0,1050.0,80.0,WN,BWI,MHT,2
1018.0,1005.0,75.0,WN,LAX,OAK,2
752.0,361.0,93.0,UA,BIL,DEN,6
30.0,1425.0,314.0,AA,LAX,JFK,4
1566.0,900.0,245.0,WN,MCI,PDX,1
2901.0,780.0,114.0,YV,CLT,MEM,4
4205.0,580.0,115.0,9E,RIC,DTW,1
2927.0,540.0,110.0,MQ,DFW,EVV,1
6335.0,977.0,108.0,OH,BUF,JFK,3
1103.0,639.0,139.0,FL,RSW,CMH,7
3769.0,1120.0,120.0,9E,RIC,JFK,5
285.0,990.0,340.0,US,JFK,PHX,3
1580.0,610.0,114.0,FL,ATL,BKG,7
624.0,1169.0,192.0,F9,DTW,DEN,1
4743.0,405.0,132.0,OO,CLE,MSP,1
732.0,370.0,242.0,UA,SEA,ORD,4
3121.0,885.0,85.0,XE,LIT,IAH,3
6890.0,660.0,131.0,OO,BOI,LAX,5
5910.0,1170.0,108.0,XE,ORD,BHM,3
52.0,995.0,180.0,WN,FLL,HOU,4
3725.0,460.0,77.0,9E,DTW,BUF,3
339.0,470.0,286.0,UA,BOS,DEN,6
1216.0,1030.0,275.0,DL,SLC,BOS,3
7794.0,1020.0,72.0,OO,SLC,SUN,4
67.0,915.0,127.0,AS,SEA,KTN,4
6901.0,773.0,142.0,OO,CHS,ORD,3
128.0,80.0,206.0,AS,FAI,SEA,3
4663.0,545.0,90.0,OO,MSP,BIS,4
6480.0,345.0,30.0,OO,IPL,YUM,6
350.0,792.0,119.0,UA,ORD,RIC,3
7217.0,581.0,90.0,YV,ORD,MCI,5
6287.0,405.0,69.0,OH,FSD,MSP,7
4303.0,670.0,84.0,9E,MCI,MEM,2
2810.0,500.0,80.0,WN,BUR,SMF,4
1440.0,1120.0,85.0,WN,OAK,SAN,7
4346.0,1005.0,125.0,MQ,ROC,ORD,4
151.0,743.0,124.0,DL,IAD,ATL,7
6603.0,755.0,65.0,OH,DLH,MSP,4
258.0,480.0,155.0,AS,SEA,LAX,3
2029.0,600.0,91.0,US,BOS,DCA,3
1241.0,690.0,80.0,WN,SAN,SJC,3
6532.0,535.0,206.0,OO,CLE,DEN,1
2964.0,680.0,71.0,XE,IAH,DFW,2
607.0,890.0,245.0,WN,MDW,LAS,5
2701.0,780.0,59.0,YV,CLT,ILM,2
483.0,875.0,225.0,F9,MKE,PHX,1
299.0,612.0,103.0,UA,DEN,MCI,6
5464.0,810.0,119.0,EV,OMA,DTW,3
670.0,1155.0,266.0,CO,IAH,SFO,7
6505.0,315.0,95.0,OO,LMT,SFO,3
4232.0,1275.0,95.0,MQ,ORD,BUF,2
7767.0,520.0,30.0,OO,RKS,SLC,6
4064.0,815.0,80.0,MQ,ORD,CLE,3
80.0,723.0,155.0,DL,MCO,JFK,5
1087.0,1105.0,131.0,DL,MKE,ATL,1
2272.0,530.0,70.0,WN,JAX,FLL,5
495.0,435.0,280.0,B6,BOS,DEN,7
6474.0,735.0,149.0,OO,SEA,LAX,4
1206.0,430.0,126.0,FL,RIC,MCO,5
6287.0,586.0,60.0,OO,PSP,LAS,3
2942.0,1170.0,115.0,MQ,DFW,CMI,3
1780.0,1155.0,99.0,DL,ATL,DAY,3
4280.0,420.0,130.0,MQ,HSV,ORD,5
6531.0,1123.0,67.0,OO,SFO,SBP,6
346.0,1035.0,80.0,AA,STL,ORD,6
1485.0,1169.0,181.0,DL,LGA,MCO,4
1825.0,785.0,170.0,WN,MCO,MHT,6
3788.0,1325.0,55.0,9E,MSP,DLH,1
1659.0,1100.0,135.0,AA,RDU,ORD,4
1314.0,1085.0,110.0,AA,MSY,MIA,3
7133.0,1160.0,90.0,EV,DTW,IAD,7
7801.0,495.0,60.0,OO,SLC,TWF,4
1121.0,905.0,285.0,WN,CMH,LAS,3
879.0,885.0,50.0,WN,MCO,RSW,5
897.0,1255.0,75.0,WN,BWI,CLE,4
1950.0,1205.0,106.0,US,CLT,BUF,1
2806.0,390.0,217.0,DL,SFO,MSP,2
563.0,704.0,101.0,FL,BMI,ATL,3
6405.0,370.0,93.0,OH,GSO,ATL,3
5121.0,1290.0,140.0,EV,ATL,OMA,4
778.0,555.0,190.0,WN,OMA,LAS,2
795.0,1065.0,150.0,AA,MIA,STT,5
6617.0,616.0,85.0,OO,SLC,DEN,5
2302.0,533.0,105.0,XE,IAH,BNA,2
2184.0,600.0,203.0,DL,SLC,CVG,7
848.0,360.0,95.0,FL,MCO,ATL,5
1713.0,1180.0,165.0,WN,MDW,HOU,5
1046.0,720.0,213.0,DL,SLC,ATL,2
5124.0,1130.0,119.0,EV,PHF,ATL,4
186.0,465.0,307.0,CO,SNA,EWR,4
428.0,840.0,70.0,AA,IAH,DFW,3
1693.0,1275.0,125.0,WN,PHX,OAK,2
1567.0,565.0,123.0,US,CLT,MSY,1
2433.0,710.0,82.0,DL,CLT,ATL,1
2670.0,538.0,123.0,DL,ATL,FNT,5
3287.0,825.0,90.0,MQ,BTR,DFW,5
1489.0,1100.0,90.0,WN,MSY,DAL,5
2362.0,1110.0,82.0,XE,RIC,CLE,2
1565.0,1105.0,179.0,US,PHL,FLL,6
3635.0,680.0,125.0,MQ,MIA,CLT,3
1205.0,430.0,185.0,DL,MSP,SLC,3
1322.0,975.0,93.0,DL,MSY,ATL,1
436.0,496.0,237.0,UA,SNA,ORD,3
6241.0,657.0,84.0,OO,BUR,SFO,3
2748.0,1155.0,80.0,WN,BUR,PHX,7
1309.0,620.0,220.0,AA,BWI,DFW,7
216.0,1185.0,190.0,WN,AUS,SAN,1
894.0,1215.0,80.0,US,CLT,ATL,2
1821.0,880.0,218.0,CO,IAH,SNA,4
1506.0,1160.0,124.0,CO,IAH,TPA,5
178.0,584.0,240.0,UA,LAX,ORD,4
1800.0,390.0,112.0,US,PBI,CLT,2
5221.0,415.0,84.0,EV,FLL,TLH,1
1688.0,960.0,173.0,CO,IAH,DTW,7
1480.0,435.0,269.0,DL,SFO,ATL,3
4653.0,795.0,124.0,MQ,BNA,LGA,2
3038.0,1025.0,85.0,WN,PVD,BWI,5
734.0,465.0,273.0,CO,PHX,EWR,4
2087.0,810.0,99.0,DL,ATL,RSW,4
2222.0,565.0,210.0,AA,SFO,DFW,1
6260.0,685.0,116.0,OH,MSP,CVG,6
3867.0,995.0,88.0,9E,ELM,DTW,2
2567.0,1019.0,134.0,XE,BNA,EWR,2
532.0,660.0,130.0,WN,MDW,ISP,3
2879.0,1150.0,59.0,YV,TUS,PHX,2
501.0,600.0,170.0,AS,SNA,SEA,3
1575.0,665.0,170.0,WN,ISP,MCO,6
4740.0,1325.0,50.0,OO,MSP,LSE,4
5186.0,995.0,110.0,EV,BOS,DCA,1
926.0,590.0,130.0,US,CLT,ORD,1
2990.0,1103.0,119.0,XE,HSV,IAH,4
3681.0,981.0,112.0,9E,ABE,DTW,7
4315.0,925.0,66.0,9E,MSP,GRB,2
4298.0,570.0,55.0,MQ,ORD,MLI,3
1244.0,1075.0,127.0,B6,CLT,BOS,1
2890.0,515.0,100.0,DL,ATL,DAY,1
903.0,1015.0,85.0,WN,MCI,MDW,5
60.0,420.0,250.0,FL,LAX,ATL,7
4750.0,980.0,104.0,OO,ONT,SLC,5
1701.0,695.0,76.0,US,CLT,DCA,3
1694.0,1100.0,184.0,CO,LAX,IAH,5
3262.0,700.0,80.0,MQ,LRD,DFW,4
6764.0,700.0,136.0,OH,CLT,JFK,1
4249.0,960.0,165.0,MQ,BDL,ORD,3
2046.0,1170.0,86.0,US,DCA,BOS,7
6315.0,454.0,141.0,OO,LAX,PDX,5
1896.0,895.0,155.0,AA,SLC,DFW,3
430.0,848.0,234.0,UA,SAN,ORD,3
3373.0,495.0,80.0,MQ,CRP,DFW,4
183.0,390.0,80.0,US,LAX,PHX,6
1235.0,580.0,95.0,WN,BNA,BWI,1
651.0,1050.0,159.0,UA,EWR,ORD,4
881.0,465.0,334.0,AS,OAK,OGG,5
1875.0,1020.0,156.0,DL,MSP,DFW,2
716.0,670.0,96.0,FL,LGA,CAK,1
153.0,1028.0,178.0,B6,JFK,MCO,7
695.0,1030.0,227.0,CO,IAH,LAX,3
1807.0,575.0,260.0,AA,EWR,DFW,3
5930.0,360.0,89.0,XE,MCI,ORD,7
2901.0,1110.0,70.0,MQ,DFW,LBB,3
1765.0,475.0,230.0,AA,IAD,SJU,6
2727.0,835.0,185.0,MQ,CLE,DFW,1
5052.0,1241.0,85.0,EV,ATL,OAJ,4
2301.0,1110.0,186.0,DL,BOS,ATL,2
6567.0,524.0,80.0,OO,MBS,ORD,6
1525.0,455.0,160.0,WN,BDL,BNA,4
6698.0,335.0,74.0,OO,MFR,PDX,2
870.0,1084.0,151.0,FL,MSP,ATL,5
356.0,1013.0,128.0,FL,ATL,LGA,6
1286.0,1045.0,63.0,DL,ATL,SAV,3
1221.0,915.0,95.0,WN,PVD,PHL,7
1041.0,425.0,190.0,AA,BOS,ORD,2
3890.0,390.0,112.0,9E,DLH,DTW,2
3512.0,355.0,165.0,MQ,MKE,DFW,1
1893.0,690.0,95.0,WN,SAN,SMF,6
256.0,1095.0,125.0,FL,FNT,ATL,3
4312.0,425.0,60.0,MQ,FWA,ORD,3
1100.0,1100.0,140.0,WN,MDW,MSY,3
1160.0,50.0,145.0,AA,LAS,DFW,7
244.0,975.0,162.0,CO,IAH,CLE,1
587.0,880.0,91.0,UA,OMA,ORD,5
2200.0,850.0,165.0,AA,LAS,DFW,2
740.0,700.0,65.0,WN,SNA,LAS,4
4469.0,675.0,72.0,OO,CVG,PIT,5
6585.0,1005.0,57.0,OO,ORD,CWA,7
18.0,616.0,158.0,B6,FLL,JFK,7
173.0,1270.0,113.0,F9,DEN,TUS,4
4021.0,975.0,90.0,9E,MDW,DTW,2
557.0,961.0,80.0,UA,CMH,ORD,1
6300.0,760.0,141.0,OO,LAX,PDX,1
1825.0,860.0,125.0,AA,DCA,ORD,4
2676.0,920.0,87.0,YV,SDF,CLT,3
505.0,1350.0,284.0,UA,LAX,MCO,7
1142.0,1150.0,172.0,DL,PBI,LGA,4
3567.0,420.0,55.0,WN,ELP,ABQ,1
6485.0,730.0,79.0,OH,JFK,BOS,2
4466.0,510.0,160.0,OO,SLC,DFW,3
4867.0,1310.0,80.0,OO,MSP,BIS,7
2473.0,1120.0,200.0,AA,DFW,LAX,5
6505.0,440.0,82.0,OH,CVG,PIT,4
474.0,560.0,105.0,AA,ABQ,DFW,6
1594.0,890.0,125.0,DL,ATL,PHL,1
755.0,990.0,65.0,WN,DAL,SAT,2
5431.0,695.0,73.0,EV,MGM,MEM,4
1842.0,825.0,66.0,US,PHL,PVD,3
1842.0,695.0,83.0,US,RDU,PHL,4
1055.0,900.0,75.0,WN,PHL,MHT,5
851.0,390.0,120.0,AA,TUL,ORD,2
2406.0,1160.0,98.0,DL,MSP,IND,2
5945.0,1051.0,124.0,XE,GSP,ORD,5
4029.0,1230.0,73.0,9E,CVG,GSP,4
57.0,390.0,75.0,US,ONT,PHX,3
1987.0,650.0,80.0,WN,SMF,LAS,6
6282.0,602.0,83.0,OH,CHS,ATL,3
1735.0,465.0,265.0,US,LAX,CLT,7
993.0,940.0,105.0,WN,PHX,DEN,7
2749.0,1055.0,325.0,DL,ATL,SFO,2
1084.0,360.0,326.0,DL,ANC,MSP,5
1983.0,582.0,108.0,DL,PIT,ATL,1
982.0,720.0,178.0,UA,IAH,IAD,7
146.0,1170.0,112.0,UA,ORD,RDU,5
5071.0,475.0,58.0,EV,ATL,HSV,2
5936.0,1079.0,116.0,XE,ORD,ICT,5
794.0,515.0,143.0,F9,PDX,DEN,3
1426.0,1030.0,65.0,WN,OAK,BUR,5
1790.0,930.0,80.0,WN,BWI,BOS,6
6860.0,495.0,74.0,OO,DEN,ABQ,5
511.0,1270.0,72.0,CO,IAH,MFE,6
633.0,625.0,91.0,FL,BWI,DAY,3
7778.0,1185.0,80.0,OO,SLC,SGU,3
2380.0,935.0,155.0,WN,AUS,MDW,5
2189.0,1200.0,77.0,US,LGA,DCA,5
6764.0,778.0,119.0,OO,LAX,ASE,1
205.0,1250.0,100.0,FL,ATL,CAK,1
3890.0,625.0,86.0,9E,DTW,ITH,2
412.0,365.0,180.0,WN,MSY,DEN,7
5344.0,820.0,73.0,EV,ATL,VPS,5
882.0,1105.0,170.0,WN,SEA,PHX,3
1251.0,1310.0,85.0,AA,DFW,MCI,3
6256.0,805.0,135.0,OH,MSP,BNA,4
33.0,475.0,380.0,AA,JFK,LAX,6
1689.0,685.0,170.0,AA,PHL,MIA,6
3404.0,450.0,60.0,WN,HOU,MSY,3
3716.0,980.0,125.0,MQ,ATL,ORD,6
2682.0,549.0,102.0,YV,CLT,SYR,7
447.0,645.0,165.0,CO,ORD,IAH,5
6593.0,1195.0,95.0,OH,DTW,ATW,5
2622.0,1220.0,100.0,WN,BOS,PHL,2
1929.0,600.0,340.0,DL,ATL,SEA,3
1199.0,570.0,60.0,WN,MSY,BHM,2
372.0,1245.0,180.0,AA,SJU,TPA,6
1659.0,1225.0,85.0,AA,ORD,MCI,1
1868.0,615.0,125.0,AA,DFW,ATL,1
2338.0,740.0,99.0,DL,ATL,DCA,4
367.0,958.0,159.0,FL,LGA,ATL,6
80.0,480.0,159.0,DL,MCO,JFK,5
2463.0,740.0,179.0,XE,CLE,DFW,2
1655.0,450.0,90.0,WN,BNA,MDW,1
532.0,360.0,143.0,UA,DEN,ORD,4
2865.0,335.0,174.0,XE,MKE,IAH,5
3862.0,435.0,105.0,9E,RDU,MCO,1
7000.0,1105.0,152.0,OO,DEN,RDM,2
743.0,467.0,228.0,UA,PIT,DEN,3
943.0,696.0,66.0,FL,BWI,ROC,1
471.0,407.0,198.0,UA,BOI,ORD,7
2888.0,1150.0,95.0,XE,CLE,BOS,7
6688.0,595.0,96.0,OO,ICT,DEN,2
730.0,565.0,120.0,WN,HOU,TPA,6
1253.0,980.0,104.0,DL,ATL,PIT,7
301.0,887.0,49.0,HA,ITO,HNL,5
1487.0,805.0,350.0,WN,ALB,LAS,2
6639.0,1022.0,104.0,OO,BZN,DEN,4
880.0,1365.0,72.0,US,PHL,BOS,4
5422.0,940.0,130.0,EV,DEN,MEM,7
3149.0,1280.0,105.0,WN,SJC,PHX,2
1532.0,375.0,184.0,DL,ABQ,ATL,3
1487.0,715.0,153.0,CO,MCO,IAH,3
2545.0,490.0,130.0,AA,OMA,DFW,7
2195.0,1206.0,112.0,DL,SLC,GEG,4
3079.0,930.0,65.0,WN,BNA,STL,7
2741.0,1079.0,125.0,XE,CVG,EWR,2
4758.0,365.0,113.0,OO,ONT,SLC,2
5450.0,865.0,64.0,EV,MGM,ATL,6
709.0,1062.0,282.0,CO,IAH,PDX,7
459.0,675.0,220.0,WN,LAS,MDW,3
1989.0,1140.0,95.0,AA,MSY,DFW,6
510.0,645.0,221.0,F9,DEN,LGA,3
307.0,550.0,129.0,AS,SFO,SEA,2
1440.0,480.0,111.0,DL,RSW,ATL,2
5015.0,1373.0,55.0,EV,ATL,HSV,1
1427.0,915.0,65.0,WN,MDW,STL,4
2984.0,1120.0,115.0,MQ,DFW,CSG,2
233.0,570.0,155.0,WN,ISP,MDW,7
2068.0,410.0,218.0,DL,LAX,MSP,4
4748.0,1094.0,106.0,OO,OAK,SLC,4
1567.0,420.0,87.0,US,IAD,CLT,3
878.0,1079.0,64.0,US,ILM,CLT,5
3010.0,1075.0,45.0,MQ,SBA,LAX,4
254.0,740.0,160.0,WN,MCO,ALB,6
572.0,470.0,82.0,F9,SLC,DEN,5
2536.0,1045.0,190.0,AA,MIA,BOS,3
220.0,445.0,126.0,AS,SEA,SFO,6
778.0,555.0,190.0,WN,OMA,LAS,2
1763.0,826.0,174.0,DL,DCA,MSP,3
2886.0,989.0,99.0,XE,AMA,IAH,4
2133.0,900.0,76.0,US,BOS,LGA,3
5397.0,1229.0,107.0,EV,ATL,AEX,6
7215.0,1043.0,172.0,YV,PWM,ORD,2
167.0,1020.0,187.0,B6,JFK,TPA,5
493.0,715.0,115.0,WN,HOU,TPA,6
2464.0,615.0,107.0,DL,MSP,DTW,7
239.0,430.0,170.0,CO,MIA,EWR,1
2692.0,425.0,65.0,YV,ILM,CLT,7
1548.0,885.0,170.0,AA,DFW,DCA,5
2967.0,535.0,95.0,XE,IAH,LBB,3
2680.0,1405.0,249.0,DL,SEA,DTW,7
330.0,565.0,225.0,WN,HOU,LAX,1
4150.0,743.0,95.0,9E,IND,DCA,1
6506.0,552.0,117.0,OO,LAX,BOI,4
942.0,900.0,120.0,WN,BWI,BNA,6
628.0,865.0,135.0,WN,BWI,BHM,4
6387.0,1035.0,76.0,OH,STL,MEM,2
24.0,1015.0,120.0,WN,MKE,BWI,3
399.0,945.0,240.0,AA,DFW,SFO,5
5536.0,1020.0,65.0,EV,SHV,MEM,3
566.0,850.0,135.0,AA,PHX,DFW,7
4344.0,851.0,104.0,9E,DTW,PVD,3
76.0,1240.0,362.0,US,PHL,SEA,1
763.0,1005.0,75.0,WN,ONT,OAK,4
2010.0,870.0,127.0,DL,DFW,ATL,5
2065.0,435.0,175.0,DL,BDL,ATL,3
5336.0,1078.0,64.0,EV,GSP,ATL,2
1311.0,450.0,135.0,WN,CMH,TPA,7
4847.0,450.0,52.0,OO,RST,MSP,6
2714.0,500.0,198.0,DL,SEA,MSP,7
177.0,580.0,340.0,B6,JFK,PHX,1
2305.0,485.0,150.0,AA,ORD,DFW,1
2423.0,690.0,190.0,AA,PBI,ORD,1
431.0,380.0,129.0,FL,MKE,ATL,3
1058.0,625.0,79.0,B6,PIT,JFK,5
2577.0,345.0,129.0,DL,ORD,ATL,4
2756.0,450.0,135.0,DL,ATL,JFK,5
5114.0,1296.0,83.0,EV,ATL,ROA,1
1677.0,1240.0,75.0,WN,LAX,SFO,2
6542.0,406.0,194.0,OO,COS,SFO,6
3395.0,880.0,70.0,WN,SAN,LAS,7
3719.0,1050.0,80.0,9E,DTW,BUF,5
222.0,445.0,320.0,AA,LAX,BOS,2
19.0,1095.0,385.0,AS,MCO,SEA,7
2634.0,540.0,285.0,WN,PHL,DEN,6
2530.0,855.0,104.0,XE,GSO,EWR,1
887.0,440.0,125.0,FL,BWI,MKE,5
2881.0,900.0,132.0,XE,BNA,EWR,4
444.0,792.0,108.0,UA,SFO,PDX,6
1267.0,360.0,57.0,US,LGA,PHL,1
6888.0,605.0,208.0,OO,ORD,ELP,2
661.0,1255.0,195.0,AA,DFW,ONT,5
3939.0,555.0,101.0,9E,MEM,DSM,1
17.0,100.0,380.0,HA,LAS,HNL,4
6327.0,664.0,48.0,OO,LAX,SAN,7
4194.0,935.0,50.0,9E,RST,MSP,7
1810.0,895.0,111.0,US,RSW,CLT,6
1608.0,1175.0,133.0,US,MCO,PHL,2
6373.0,635.0,40.0,OO,LAX,SBA,7
2998.0,400.0,319.0,DL,PDX,JFK,1
1116.0,890.0,96.0,DL,ATL,IND,3
2256.0,800.0,170.0,AA,SNA,DFW,3
406.0,954.0,80.0,AA,STL,ORD,5
1098.0,1139.0,139.0,FL,MCO,IND,2
7373.0,865.0,69.0,EV,MEM,XNA,6
1207.0,645.0,80.0,WN,MDW,BNA,3
1745.0,1140.0,95.0,WN,SAN,SMF,6
1094.0,975.0,60.0,WN,SEA,GEG,1
2808.0,935.0,158.0,DL,FLL,CVG,3
624.0,1245.0,80.0,WN,SMF,LAX,7
5132.0,568.0,72.0,EV,AGS,ATL,4
3230.0,780.0,130.0,WN,BWI,JAX,4
5250.0,595.0,94.0,EV,DCA,BOS,5
26.0,940.0,325.0,HA,HNL,PDX,4
6672.0,1028.0,51.0,OO,ORD,SPI,3
193.0,816.0,106.0,UA,LAS,SFO,6
711.0,960.0,363.0,US,PHL,LAX,3
4130.0,995.0,135.0,MQ,MDT,ORD,3
1411.0,425.0,174.0,FL,CAK,RSW,7
1828.0,480.0,177.0,DL,PBI,DTW,4
1004.0,815.0,145.0,AA,MIA,DCA,2
2454.0,1355.0,60.0,AA,DFW,SAT,2
1629.0,630.0,195.0,AA,DFW,SAN,7
337.0,1029.0,136.0,FL,PHL,ATL,3
3279.0,835.0,50.0,MQ,DFW,GRK,6
2672.0,870.0,57.0,YV,CLT,ILM,3
2251.0,740.0,60.0,WN,RDU,BWI,5
452.0,490.0,55.0,WN,DAL,AUS,2
253.0,525.0,345.0,AA,LAX,OGG,1
3923.0,390.0,105.0,MQ,FSD,ORD,1
7122.0,500.0,127.0,EV,PNS,IAD,5
30.0,620.0,220.0,WN,BWI,HOU,3
642.0,1190.0,135.0,AA,DFW,CMH,2
610.0,755.0,148.0,AS,SEA,LAS,2
335.0,890.0,182.0,CO,SAN,IAH,3
1796.0,665.0,140.0,AA,MSY,ORD,7
2182.0,855.0,129.0,XE,COS,IAH,5
599.0,630.0,195.0,AA,LGA,MIA,4
1510.0,452.0,97.0,US,CLT,PHL,7
1173.0,1029.0,95.0,FL,MCO,CLT,5
2855.0,795.0,70.0,MQ,DFW,HOU,5
6341.0,545.0,97.0,OH,DTW,ATW,4
6671.0,974.0,52.0,OO,SFO,CIC,1
3018.0,570.0,97.0,XE,DTW,EWR,7
2644.0,360.0,81.0,XE,GPT,IAH,3
2331.0,1093.0,132.0,XE,BNA,IAH,1
3920.0,705.0,60.0,MQ,FWA,ORD,7
960.0,1145.0,240.0,WN,MDW,TUS,2
5536.0,729.0,105.0,EV,CMH,ATL,1
5348.0,445.0,89.0,EV,JAN,ATL,1
1250.0,1145.0,105.0,DL,ATL,RSW,4
2727.0,405.0,66.0,YV,PSP,PHX,3
95.0,700.0,229.0,AS,SEA,ANC,3
342.0,1220.0,120.0,B6,MCO,IAD,5
2673.0,395.0,185.0,DL,LGA,MEM,7
